자치구,브랜드,지점명,소재지,latitude,longitude
서초구,미니스톱,방배동광점(방배2동),서초구 방배천로2안길 17(방배동 450-8),37.477767,126.983725
서초구,미니스톱,사당역점(방배2동),서초구 방배천로 5-3(방배동 445-5),37.4770469,126.9822315
서초구,미니스톱,이수세양점(방배2동),서초구 서초대로 12(방배동 421-1),37.4850334,126.9836928
서초구,미니스톱,방배본점(방배3동),서울특별시 서초구 방배3동 477-8,37.4760061,126.9961955
서초구,미니스톱,방배중앙점(방배3동),서울특별시 서초구 방배3동  985-20,37.4760061,126.9961955
서초구,미니스톱,방배현대점(방배3동),서울특별시 서초구 방배3동 982-2,37.4760061,126.9961955
서초구,GS25,방배E푸른 ,"서초구 서초대로 27길 57, 1층 ",37.4904482,126.9934368
서초구,CU,방배이수역점,서초구 동광로12가길 26 ,37.487464,126.9835393
서초구,세븐일레븐,반포사평로점(방배본동),서초구 사평대로6길 7 (방배동),37.4977728,126.9909055
서초구,세븐일레븐,방배8호점(방배본동),서초구 방배중앙로 185 (방배동),37.4955488,126.9855566
서초구,CU,방배롯데캐슬점(방배본동),서초구 방배중앙로29길 25 왕성빌딩 (방배동),37.4964057,126.9840365
서초구,미니스톱,방배홈타운점(방배본동),서초구 동광로 9 (방배동),37.4910429,126.9840457
서초구,세븐일레븐,서초19호점(서초1동),서초구 사임당로17길 113(서초동 1668-12),37.4933754,127.0187889
서초구,CU,서초도시점(서초1동),서울특별시 서초구 서초동 1679-5번지,37.4952325,127.0208059
서초구,GS25,서초아남(서초1동),서울 서초구 서초동 1635-6 1층,37.4933115,127.0215653
서초구,GS25,서초팰리스점(서초2동),서울 서초구 효령로72길,37.4866019,127.0271393
서초구,미니스톱,삼성타운점(서초2동),서울특별시 서초구 서초2동 1327-1,37.49582789999999,127.0273532
서초구,세븐일레븐,서초퍼스트점(서초2동),서초동1344-29,37.486997,127.0270111
서초구,세븐일레븐,양재역점(서초2동),서초동 257-1,37.48279429999999,127.0339508
서초구,미니스톱,서초남부점(서초3동),서울특별시 서초구 서초3동 1454-3,37.48274869999999,127.0147548
서초구,GS25,서초대림(서초3동),서울특별시 서초구 서초3동 1467-65,37.4803421,127.0076404
서초구,GS25,서초동일(서초3동),서울 서초구 서초동 1568-5 1층,37.4906219,127.0133925
서초구,미니스톱,서초라디안점(서초3동),서울특별시 서초구 서초3동  1600-7 동양라디안,37.4857649,127.0146862
서초구,미니스톱,서초이오빌(서초3동),서울특별시 서초구 서초3동 1593-7,37.4865561,127.0128914
서초구,CU,서초효령점(서초3동),서울특별시 서초구 서초3동  1589-12오영빌딩1,37.4858565,127.0134522
서초구,세븐일레븐,강남본점 B(서초4동),서초구 서초대로77길 27 (서초동 1307-28),37.5000702,127.0254235
서초구,GS25,서초디오빌점(서초4동),서초구 서초대로73길 54 (서초4동 1309-1) 디오빌상가 110호,37.50204430000001,127.0240125
서초구,세븐일레븐,서초프라자점(서초4동),서초구 강남대로61길 25 (서초동 1316-1),37.4983878,127.0239729
서초구,GS25,서초우면(양재1동),서울 서초구 우면동 한일프라자 104,37.46593379999999,127.0179442
서초구,미니스톱,양재대로점(양재1동),서울특별시 서초구 양재1동 13-14,37.4831003,127.0365653
서초구,미니스톱,양재으뜸점(양재1동),서울특별시 서초구 양재1동 8-71,37.48355129999999,127.0382301
서초구,CU,우면프라자점(양재1동),서울특별시 서초구 우면동 721-1번지 우면프라자 104호,37.4645285,127.0255453
서초구,GS25,서초LG점(양재2동),서울 서초구 양재대로11길 19 (양재동 221),37.4610144,127.0345456
서초구,GS25,양재구룡(양재2동),서울 서초구 논현로 5길 18 1층(쌍용빌딩),37.4721238,127.0489024
서초구,미니스톱,양재그린점(양재2동),서울특별시 서초구 양재2동 242-8,37.4720593,127.0394267
서초구,CU,양재알뜰점(양재2동),서울특별시 서초구 양재동 254-5번지,37.4738333,127.042591
서초구,CU,청계산입구역점(양재2동),서울특별시 서초구 신원동214번지,37.4441742,127.062145
서초구,CU,논현최강(잠원동),"서울 서초구 신반포로 329, 1층 1,2호 (잠원동 40-9, 세기빌딩)",37.51080839999999,127.0194965
서초구,미니스톱,잠원점(잠원동),서울특별시 서초구 신반포로43길 23-4,37.511271,127.017416
강남구,CU,강남시티점,서울특별시 강남구 역삼동 703-8번지,37.5043176,127.044641
강남구,CU,강남푸르지오점,서울특별시 강남구 역삼1동 825-20번지,37.4977256,127.0292972
강남구,CU,개포사랑,강남구 선릉로10길 4,37.4831042,127.0606611
강남구,CU,대치동부점,서울시 강남구 대치동 891-42번지,37.5056259,127.0552143
강남구,CU,대치메트로칸점,서울시 강남구 대치동 943-24번지 110호,37.5068833,127.059437
강남구,CU,대치세정점,서울시 강남구 대치동 961-13번지,37.5026803,127.0591664
강남구,CU,대치예영,서울시 강남구 대치동 932-36 (삼성로63길 5 예영빌딩 1층),37.49985,127.0596579
강남구,CU,대치우일점,서울특별시 강남구 대치동 907번지 한협빌딩 101호,37.5011727,127.0508237
강남구,CU,대치한국점,서울시 강남구 대치동 889-75번지,37.503303,127.0503179
강남구,CU,선릉SK허브점,서울특별시 강남구 역삼동 708-26번지 SK허브오피스텔,37.5036673,127.0487352
강남구,CU,선정릉역점,서울특별시 강남구 삼성동 37-16번지,37.5108813,127.0447634
강남구,CU,신사현대점,서울특별시 강남구 신사동 613-3번지,37.5272323,127.0301438
강남구,CU,역삼가화점,서울시 강남구 역삼동 774-4번지 가화주택 101호,37.4960125,127.0426953
강남구,CU,역삼건화점,서울특별시 강남구 역삼동 788-26번지,37.493472,127.0419025
강남구,CU,역삼경남점,서울시 강남구 역삼동 722번지 경남아너스빌 상가 101호,37.5005712,127.0423112
강남구,CU,역삼벚꽃길점,서울시 강남구 역삼동 835-6번지 송현빌딩 주 1층 1동,37.4912672,127.0349106
강남구,CU,역삼사랑점,서울시 강남구 역삼동 689-34번지,37.5070296,127.0408256
강남구,CU,역삼에클라트점,서울특별시 강남구 역삼동 736-24번지 엘지에클라트 101호,37.498543,127.0350412
강남구,CU,역삼유토빌점,서울특별시 강남구 역삼동 735-11번지 101호,37.4988383,127.0334788
강남구,CU,역삼점,서울특별시 강남구 역삼동 705번지,37.5047612,127.0469874
강남구,CU,역삼카이로스점,서울특별시 강남구 역삼동 837-2번지,37.4917118,127.0316007
강남구,CU,역삼포스틸점,서울시 강남구 역삼동 735-32번지,37.49908509999999,127.0341478
강남구,CU,역삼푸르지오점,서울특별시 강남구 역삼동 761-2번지,37.4969456,127.0463746
강남구,CU,역삼푸른점,서울특별시 강남구 역삼동 837-8번지,37.4904546,127.032296
강남구,CU,역삼하나점,서울특별시 강남구 역삼동 627번지,37.5042741,127.0341751
강남구,CU,역삼형지점,서울특별시 강남구 역삼동 797-16번지,37.4944508,127.0396341
강남구,CU,역삼화랑점,서울특별시 강남구 역삼동 790-20번지,37.4947046,127.0376598
강남구,CU,큰길타워점,서울특별시 강남구 역삼동 677-25번지,37.5023658,127.0407171
강남구,CU,역삼시티점,서울특별시 강남구 역삼동649-4번지,37.4998788,127.0304186
강남구,CU,도곡아이파크점,서울특별시 강남구 도곡동543-7번지 도곡1차아이파크아파트,37.4921212,127.0432091
강남구,CU,강남거평타운점,서울특별시 강남구 논현동203-1번지,37.5058893,127.0282231
강남구,CU,논현강남점,서울특별시 강남구 논현동118번지,37.5171412,127.0389353
강남구,CU,대치태양점,서울특별시 강남구 대치동921-17번지,37.49914330000001,127.0524738
강남구,CU,역삼타운점,서울특별시 강남구 역삼동730-13번지,37.4987262,127.0430497
강남구,CU,논현한미점,서울특별시 강남구 논현동192-19번지,37.5074822,127.0334248
강남구,GS25,강남엘지,서울 강남구 삼성동 166-7건호빌딩,37.5119131,127.0654446
강남구,GS25,논현동우,"서울 강남구 봉은사로37길 13, 1층 (논현동 232-5)",37.5091799,127.0364875
강남구,GS25,논현한영,"서울시 강남구 논현동 229-26(논현로114길 11,  B1호, 혜광빌딩)",37.5088395,127.0343136
강남구,GS25,도곡,서울 강남구 도곡동 411-16,37.4857295,127.0447019
강남구,GS25,도곡럭키본,"서울 강남구 남부순환로365길 56, 104호 (도곡동 895-4)",37.4862349,127.0407444
강남구,GS25,삼성한울,서울 강남구 삼성로119길 37(삼성2동 26-17),37.515298,127.0485626
강남구,GS25,신사초롱,서울 강남구 논현로153길 46(신사동 555-13),37.5205318,127.0244524
강남구,GS25,역삼2,서울 강남구 역삼동 789-30번지,37.4941156,127.0355155
강남구,GS25,역삼블루,"서울 강남구 도곡로21길 18 (역삼1동 796-26, 삼정빌딩)",37.493285,127.0388452
강남구,GS25,청담본,서울 강남구 청담동 16-19 1층 101호,37.520683,127.0438927
강남구,GS25,청담중앙,서울 강남구 청담동 21-9,37.5226413,127.0421813
강남구,GS25,강남동원점,"서울 강남구 테헤란로77길 7(삼성2동 143-28, 동원빌딩)",37.506918,127.0544715
강남구,GS25,역삼테헤란,"서울 강남구 테헤란로33길 7, 1층 A호(역삼1동 678-28)",37.5023104,127.0393096
강남구,GS25,역삼프라임,서울 강남구 테헤란로37길 41 (역삼1동 673-18),37.5049668,127.0396604
강남구,GS25,세곡래미안,"서울 강남구 자곡동 강남보금자리주택지구A6BL상가B01,B02",37.4762779,127.1003704
강남구,GS25,청담타운,"서울 강남구 삼성로145길 16, 1층 (청담동 7-9, 청원빌딩)",37.5225416,127.0469118
강남구,GS25,강남리츠칼튼점,서울 강남구 강남대로110길 26 (역삼동 811-4),37.5036062,127.0269675
강남구,GS25,포이점,"서울 강남구 개포로22길 40, 1층 (개포4동 1219-5)",37.4765464,127.0493226
강남구,GS25,포이그린,서울 강남구 개포로25길 15(개포4동 1255-6),37.4799951,127.0479908
강남구,GS25,개포소망,"서울 강남구 개포로 508, 109호,110호 (개포2동 186-15, 소망빌딩)",37.4892091,127.0679609
강남구,GS25,강남나누리,"서울 강남구 언주로147길 10, 1층 (논현동 63-19)",37.5200269,127.0333886
강남구,GS25,개포사랑,"서울 강남구 논현로8길 21, 1층 (개포동 1187-6)",37.4744436,127.0504635
강남구,GS25,역삼소망점,서울 강남구 봉은사로26길 26 (역삼동 608-12),37.5053998,127.0336464
강남구,GS25,삼성승리점,서울 강남구 테헤란로63길 17 (삼성동 140-35),37.5064845,127.0500369
강남구,GS25,개포럭키점,서울 강남구 개포로20길 12(개포4동 1232),37.4779337,127.0472578
강남구,GS25,일원으뜸,"서울 강남구 일원로5길 6, 1층 (일원1동 682)",37.4906452,127.0815162
강남구,GS25,역삼지에스점,"서울 강남구 봉은사로30길 78, 1층 (역삼동 668-21)",37.5024948,127.037014
강남구,GS25,지에스본점,"서울 강남구 논현로93길 3, 1층 (역삼동 642-5, 호양빌딩)",37.5018798,127.0358901
강남구,GS25,논현학동점,서울 강남구 논현로146길 11(논현2동 66-35),37.51823359999999,127.0299141
강남구,GS25,논현이편한,  서울 강남구 논현동 195-1외2필지논현이편한세상,37.5068611,127.02875
강남구,GS25,논현보람,서울 강남구 논현동 254-22번지 1층,37.5136723,127.0410236
강남구,GS25,역삼대홍점,서울 강남구 논현로63길 19(역삼1동 798-29),37.4924882,127.0393437
강남구,GS25,역삼싱아,"서울 강남구 논현로72길 13, 1층 (역삼동 769-8, MSPACE빌딩)",37.4958415,127.0405444
강남구,GS25,역삼제일,서울 강남구 언주로108길 6 (역삼1동 688-1),37.5078061,127.0400831
강남구,GS25,삼성그린,"서울 강남구 삼성로107길 31, 1층 (삼성동 123-4)",37.5107821,127.051557
강남구,GS25,역삼아워홈,"서울 강남구 역삼로3길 10, 1층 (역삼동 830-28)",37.49425859999999,127.0316291
강남구,미니스톱,일원석탑점,서울시 강남구 개포동 12-4,37.4926936,127.0756284
강남구,미니스톱,논현힐탑점,서울시 강남구 논현동 175-1,37.5105758,127.0320667
강남구,미니스톱,논현한바위점,서울시 강남구 논현동 183-11,37.5068471,127.0257788
강남구,미니스톱,논현삼릉역점,서울시 강남구 논현동 278-19,37.5101679,127.0425617
강남구,미니스톱,논현보람점,서울시 강남구 논현동 86-4,37.5153052,127.0317835
강남구,미니스톱,대치멤버스점,서울시 강남구 대치동  891-26 대우아이빌,37.5050352,127.0537328
강남구,미니스톱,테헤란로점,서울시 강남구 대치동 891-6,37.5056874,127.054004
강남구,미니스톱,메트로칸점,서울시 강남구 대치동 943-24,37.5068833,127.059437
강남구,미니스톱,삼성역점,서울시 강남구 대치동 946,37.5082136,127.0622783
강남구,미니스톱,도곡역점,서울시 강남구 대치동(대치1동) 651,37.4922077,127.0573813
강남구,미니스톱,도곡센트레빌점,서울시 강남구 대치동(대치1동) 670-1,37.4912604,127.0556094
강남구,미니스톱,골드로즈점,서울시 강남구 대치동(대치4동) 890-59,37.5041507,127.0520978
강남구,미니스톱,대치시내점,서울시 강남구 대치동(대치4동) 940-6,37.4988033,127.0583171
강남구,미니스톱,도곡공원점,서울시 강남구 도곡동(도곡1동) 942-11,37.4896056,127.0333908
강남구,미니스톱,삼성플러스원점,서울시 강남구 삼성동 36-25,37.5116276,127.0449346
강남구,미니스톱,삼성현대점,서울시 강남구 삼성동(삼성1동) 160-22,37.5135312,127.0618471
강남구,미니스톱,신사증권점,서울시 강남구 신사동  610-4(압구정로 30길 18),37.5263176,127.0290336
강남구,미니스톱,신사제일점,서울시 강남구 신사동 590-22,37.5209178,127.0283945
강남구,미니스톱,압구정3점,서울시 강남구 신사동 636-2,37.52760850000001,127.033949
강남구,미니스톱,압구정로데오점,서울시 강남구 신사동 657-28,37.525994,127.0383821
강남구,미니스톱,역삼충현점,서울시 강남구 역삼동 659-20,37.5056709,127.0354612
강남구,미니스톱,역삼만남점,서울시 강남구 역삼동(역삼1동) 827-70,37.4956043,127.0318223
강남구,미니스톱,역삼태극점,서울시 강남구 역삼동(역삼1동) 831-3,37.4947875,127.0300669
강남구,미니스톱,역삼태광점,서울시 강남구 역삼동(역삼2동) 719-9,37.5010982,127.0402477
강남구,미니스톱,역삼디오빌점,서울시 강남구 역삼동(역삼2동) 720-25,37.5014561,127.0426891
강남구,미니스톱,청담유시어터점,서울시 강남구 청담동(청담동) 21-17,37.5220687,127.041532
강남구,미니스톱,삼성베스트점,서울시 강남구 삼성동 152,37.5108549,127.0557384
강남구,미니스톱,강남센터점,서울시 강남구 역삼동 816-4 강남대로96길 5,37.4998285,127.027454
강남구,세븐일레븐,개포1호점,개포동 168-11,37.4836296,127.059766
강남구,세븐일레븐,개포2호점,개포3동 186-17,37.489529,127.066045
강남구,세븐일레븐,거평타운점 B,논현동 203-1 거평오피스탈 1층 3호,37.5058893,127.0282231
강남구,세븐일레븐,논현12호점,서울시 강남구 논현1동 139,37.5111992,127.0256393
강남구,세븐일레븐,논현13호점,논현동 113-16,37.5170117,127.0375043
강남구,세븐일레븐,논현경복점,서울 강남구 논현동 273-13,37.5105887,127.0394016
강남구,세븐일레븐,대치10호점,대치1동 919-16,37.4994977,127.0535786
강남구,세븐일레븐,대치6호점,서울시 강남구 대치2동 894-3 동아빌딩,37.5047106,127.0557345
강남구,세븐일레븐,대치으뜸점,서울 강남구 대치동 960-15번지,37.5040636,127.0596603
강남구,세븐일레븐,대치점,대치동 511,37.4933928,127.0673501
강남구,세븐일레븐,삼성10호점,서울 강남구 삼성동 27-17,37.5140146,127.0483999
강남구,세븐일레븐,삼성8호점,삼성동 41-21,37.5121587,127.0468847
강남구,세븐일레븐,삼성동래미안점,"삼성동 7-2 레미안아파트 상가 101, 102호",37.5158631,127.0645113
강남구,세븐일레븐,세븐포이3호점,포이동 196,37.4887607,127.0739921
강남구,세븐일레븐,역삼22호점,서울 강남구 역삼동 773번지,37.4973421,127.0442752
강남구,세븐일레븐,역삼8호점,서울시 강남구 역삼동 813-18,37.5019478,127.0267345
강남구,세븐일레븐,역삼진선점 B,서울특별시 강남구 역삼2동 708-34 유화빌딩 1층   ,37.5029304,127.0488578
강남구,세븐일레븐,역삼타운점 B,역삼동 827-44,37.4969697,127.0309307
강남구,세븐일레븐,청담루나점,청담동72-3,37.5233931,127.0479736
강남구,세븐일레븐,세븐일레븐 대치선릉로점,서울 강남구 테헤란로68길 33,37.5031952,127.0531199
강남구,세븐일레븐,세븐일레븐 개포본점,서울 강남구 개포로28길 15 1층,37.4781007,127.049966
강남구,세븐일레븐,세븐일레븐 논현제일점,서울 강남구 선릉로 641 우암빌딩,37.5208471,127.0397148
강남구,세븐일레븐,세븐일레븐 KT강남점,서울 강남구 언주로 517 102호/202호,37.5046469,127.0412634
강남구,씨스페이스,삼성1점, 서울시 강남구 삼성동 106-6,37.5151738,127.0606537
송파구,CU,가락극동점,송파구 가락동 194-2(동남로18길14),37.4947768,127.1307155
송파구,CU,문정공원점,송파구 문정동 121-7(송이로31길6),37.4883841,127.1319752
송파구,CU,방이방산점,송파구 방이동 211-6(마천로2),37.5014559,127.1419664
송파구,CU,오금공원점,송파구 오금동 72-9(마천로138),37.5075159,127.1282551
송파구,CU,잠실갤러리아점,"송파구 잠실3동40,갤러리아팰리스1동109호(올림픽로212)",37.5111034,127.0939188
송파구,CU,잠실현대점,"송파구 잠실동 337-3(잠실본동, 백제고분로20길 7-1)",37.504042,127.0862326
송파구,CU,방이가락로점,송파구 방이동162(가락로42길14),37.5126117,127.1212582
송파구,GS25,문정퍼스트점,"송파구 장지동 99-7, 1층 3,4호(새말로154)",37.4843804,127.130616
송파구,GS25,방이도곡점,송파구 방이동 107-3(올림픽로32길59),37.5122151,127.1128044
송파구,GS25,방이번영점,송파구 방이동 203-4(위례성대로18길 28),37.5100991,127.1248768
송파구,GS25,방이시장점,송파구 방이동 122-7(백제고분로48길 40),37.5061906,127.0803199
송파구,GS25,삼전나루점,"송파구 삼전동 16, 1층(백제고분로21길34)",37.5065359,127.0914138
송파구,GS25,삼전백제점,"송파구 삼전동 120, 1층(삼학사로13길13)",37.5032255,127.0955216
송파구,GS25,삼전학교점,"송파구 삼전동 69-13, 1층(백제고분로28길41)",37.4993387,127.0909662
송파구,GS25,석촌한빛점,"송파구 석촌동 245-27, 1층(가락로5길25)",37.5015146,127.1012816
송파구,GS25,송파센타점,"송파구 송파동 17-10, 1층(백제고분로41길9)",37.5069358,127.1080757
송파구,GS25,송파위례점,"송파구 장지동 393(위례광장로121,꿈에그린 상가내 102호)",37.4774842,127.1385087
송파구,GS25,송파위례2호점,송파구 장지동(위례광장로163 한라비발디 상가내 101호),37.479192,127.1401365
송파구,GS25,위례푸르지오점,"송파구 장지동 878 , 상가동 103호(위례광장로 185, 송파푸르지오)",37.4808631,127.1407395
송파구,GS25,오금후레쉬점,"송파구 오금동 58-10, 1층(동남로23길 29)",37.502129,127.1337934
송파구,GS25,마천공원점,송파구 마천동 47-7(거마로24길 5),37.4972641,127.1459321
송파구,GS25,문정바른점,송파구 문정동 76-1(새말로8길 27),37.4802837,127.1269729
송파구,GS25,문정중앙점,"송파구 문정동 61-7, 1층(문정로4길 10-30)",37.4855287,127.1245922
송파구,GS25,잠실경기장점,송파구 잠실동 10-1(올림픽로 25),37.5136555,127.073467
송파구,GS25,송파일신점,송파구 송파동 180-4(송파대로36가길 1),37.501021,127.1146069
송파구,미니스톱,송파삼성점,송파구 송파동 148-3(가락로28길15),37.5064436,127.1170149
송파구,미니스톱,방이본점,송파구 방이동(방이2동) 112(백제고분로48길10),37.5112986,127.1142552
송파구,미니스톱,방이올림픽점,송파구 방이동(방이2동) 49-5(오금로11길59),37.51573690000001,127.1127042
송파구,미니스톱,삼전점,송파구 삼전동 46(백제고분로22길9),37.5029444,127.0892896
송파구,세븐일레븐,가락송이점,송파구 가락동 120(송이로160),37.4927376,127.1248755
송파구,세븐일레븐,가락점,송파구 가락동 57(송이로111),37.49671670000001,127.1222057
송파구,세븐일레븐,개롱점,송파구 가락동 175-13(오금로46길3),37.496676,127.136573
송파구,세븐일레븐,석촌3호점,송파구 석촌동 285-4(백제고분로 354),37.5042333,127.1056198
송파구,세븐일레븐,석촌불광점,송파구 석촌동 182(백제고분로39길38),37.5074555,127.1032773
송파구,세븐일레븐,송파4호점,송파구 삼전동 22-20(백제고분로27길41),37.5066994,127.0939059
송파구,세븐일레븐,송파거여점,송파구 거여동 348(양산로8길5),37.4919716,127.1445451
송파구,세븐일레븐,송파구청본점,송파구 방이동 70(올림픽로32길29),37.5135041,127.1099956
송파구,세븐일레븐,송파석촌점,"송파구 석촌동 211-5, 101호(백제고분로34길8)",37.5017769,127.0986062
송파구,세븐일레븐,송파역점,"송파구 송파동 195-6, 101호(송파대로38길2-9)",37.5001376,127.1124564
송파구,세븐일레븐,송파점,송파구 송파동 100-1(송이로18),37.5033638,127.1157788
송파구,세븐일레븐,송파중앙점,"송파구 잠실동 231-4(잠실본동, 삼전로13길49)",37.5077309,127.0849652
송파구,세븐일레븐,송파초교점,송파구 송파동 132-16(백제고분로44길9),37.5073539,127.1116882
송파구,세븐일레븐,신천본점,"송파구 잠실동 203(잠실본동, 백제고분로9길30)",37.5096079,127.0824398
송파구,세븐일레븐,오금현대점,송파구 오금동 46-4(오금로35길18),37.506591,127.1293905
송파구,세븐일레븐,올림픽점,송파구 방이동 89-11(양재대로1222),37.5158257,127.1322182
송파구,세븐일레븐,잠실1호점,"송파구 잠실동 228-9(잠실본동, 백제고분로127)",37.5064699,127.0814218
송파구,세븐일레븐,잠실광장점,"송파구 잠실동 245-16, 103호(잠실본동, 삼전로9길6)",37.5063591,127.0887791
송파구,세븐일레븐,장지대진점,"송파구 장지동 841-3, 대진프라자 104호(충민로2길26)",37.4774526,127.1273393
송파구,세븐일레븐,훼미리점,송파구 문정동 150(중대로24),37.4954692,127.1244142
송파구,세븐일레븐,세븐일레븐 신천제일점,"송파구 잠실동 206(잠실본동, 백제고분로7길 42-25)",37.5097775,127.0840237
송파구,세븐일레븐,세븐일레븐 문정하비오2호점,"송파구 문정동 618(송파대로 111 하비오길 중앙로 110동 113,114호)",37.4806043,127.1236664
송파구,세븐일레븐,세븐일레븐 문정공원점,"송파구 문정동 63-9(문정로4길 10, 1층)",37.4853786,127.1258876
송파구,세븐일레븐,세븐일레븐 풍납점,송파구 풍납2동 265-7(토성로 40),37.5297561,127.1146204
송파구,씨스페이스,잠실점,송파구 잠실동(잠실본동) 297-3(백제고분로12길10),37.5053642,127.0807777
송파구,CU,잠실방이점,송파구 올림픽로32길 3,37.5157173,127.1089624
강동구,세븐일레븐,세븐일레븐 성내삼성점,강동구 성내로9길 35(성내동 534-7) ,37.530476,127.1250783
강동구,CU,성내새빛점,강동구 천호옛12길18(성내동135-1),37.53472379999999,127.1254562
강동구,GS25,성내스타, 강동구 풍성로37길 41(성내동 139-4),37.5337132,127.126343
강동구,GS25,성내신공원,강동구 성안로13길 38(성내동 505-4),37.5319021,127.1302352
강동구,GS25,성내이안,강동구 천호대로162길 34(성내동 25-1),37.535537,127.1279452
강동구,GS25,성내제일,"강동구 천호대로170길 66,(성내동 501-21)",37.5326078,127.1320271
강동구,GS25,성내하이츠,강동구 양재대로95길 47(성내동 410-4),37.5371863,127.1250111
강동구,GS25,둔촌역,강동구 양재대로 1367(성내동 416-4),37.5283832,127.1359278
강동구,세븐일레븐,강동오륜점,강동구 양재대로81길 30(성내동 442-10),37.5353956,127.1271412
강동구,GS25,천호타운,"강동구 천중로35길 66,(천호1동 48-1)",37.5439887,127.1385983
강동구,GS25,천호중앙점,강동구 상암로162(천호동 39-14),37.54577039999999,127.1404478
강동구,CU,천호고분,구천면로33길 11(천호동 398-3),37.5423516,127.1303471
강동구,GS25,천호역,강동구 올림픽로 651(천호2동 431-4),37.539762,127.1233299
강동구,미니스톱,천호현대점,강동구 천호2동 416-19,37.5442183,127.1250153
강동구,세븐일레븐,천호쌍용점,강동구 올림픽로 659(천호동 432-10),37.5403059,127.1235086
강동구,세븐일레븐,천호역점,서울 강동구 천호2동 429-2,37.5442183,127.1250153
강동구,GS25,천호후레쉬,강동구 천중로35길 11(천호동 112-5),37.541799,127.137266
강동구,GS25,강동암사,강동구 고덕로20마길 29(암사1동 469-30),37.5522054,127.1320446
강동구,GS25,암사성모,강동구 암사길54(암사동 478),37.5518206,127.1353559
강동구,GS25,암사시장,강동구 올림픽로98길 50(암사1동 496-11),37.5499696,127.1296145
강동구,GS25,암사우성,강동구 구천면로 361(암사동 422-13),37.5510341,127.1385663
강동구,GS25,암사햇살,강동구 구천면로47가길 33(암사1동 490-29),37.5489616,127.1328493
강동구,CU,암사한강점,강동구 암사동 442-1 한강현대아파트,37.5552084,127.1319244
강동구,GS25,암사현대,강동구 암사3동 400-5 현대@상가,37.554928,127.1408706
강동구,GS25,둔촌프라자,강동구 천호대로198길 32(둔촌2동 611-1),37.534538,127.1480603
강동구,CU,길동마루,강동구 양재대로 1465(길동 412-8),37.5368565,127.1392951
강동구,GS25,길동하이브,"강동구 진황도로 100(길동 456-2, 길동하이브)",37.5355811,127.1372969
강동구,GS25,우성스타,강동구 양재대로114길 31(길동 393-7),37.5421315,127.1517598
강동구,GS25,길동삼익,강동구 명일로 275(길동 48),37.5396157,127.1459293
강동구,세븐일레븐,강동길동점,강동구 양재대로113길 22(길동 379-18),37.5382768,127.1387635
강동구,세븐일레븐,길동으뜸점,강동구 천중로49길 26(길동338-3),37.5420928,127.1431531
강동구,세븐일레븐,길동제일점,강동구 천호대로1203(길동 148-2),37.535319,127.1447054
강동구,세븐일레븐,세븐일레븐 길동4호점,강동구 명일로210(길동 142-2),37.536981,127.1499711
강동구,미니스톱,명일스타점,강동구 고덕로38길 64(명일1동 312-140),37.5517064,127.1424204
강동구,세븐일레븐,명일삼익점,강동구 양재대로 128길 47(명일동 350-4),37.5445247,127.1454608
강동구,세븐일레븐,명일점,강동구 양재대로 1655(명일동 306-5),37.5533677,127.143904
강동구,세븐일레븐,세븐일레븐 강동고덕점,강동구 동남로75길 13-25(명일동 47-16),37.5530609,127.1555018
강동구,GS25,고덕,강동구 동남로81길 44(고덕1동 503),37.5600479,127.1545108
강동구,세븐일레븐,고덕광문점,강동구 동남로81길 10(고덕동 501-4),37.560718,127.1561362
강동구,씨스페이스,강동상일점, 서울시 강동구 상일동 437-8 1층,37.5464232,127.1713073
강동구,CU,강일5단지점,강동구 강일동 670(강일리버파크5단지상가),37.566257,127.1738824
강동구,GS25,성내한빛,강동구 천호대로168길 25(성내동 196-8),37.5343604,127.1323619
강동구,미니스톱,길동현대점,강동구 명일로200-34(길동 470-1),37.53657,127.1473235
강동구,GS25,성내삼성점,강동구 풍성로 135,37.5315745,127.1272259
강동구,CU,강풀만화거리점,강동구 천호대로 1034,37.5372561,127.1267111
