소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,설치연도,구
서울특별시 성북구 종암동 10-14,서울특별시 성북구 종암동 10-14,37.59778601,127.0360936,2019,성북구
서울특별시 성북구 종암로24가길 40,서울특별시 성북구 종암동 104-7,37.60004723,127.0368078,2019,성북구
서울특별시 성북구 동소문로2길 97,서울특별시 성북구 동소문동3가 45,37.58995775,127.0108878,2019,성북구
서울특별시 성북구 동소문로8길 8-43,서울특별시 성북구 동소문동2가 274,37.58916724,127.0090444,2019,성북구
서울특별시 성북구 보문사길 82,서울특별시 성북구 보문동6가 35-6,37.58199832,127.0176975,2019,성북구
서울특별시 성북구 보문로13바길 3,서울특별시 성북구 보문동6가 355,37.57929421,127.0197301,2019,성북구
서울특별시 성북구 낙산길 313,서울특별시 성북구 보문동6가 193-1,37.58044611,127.0172941,2019,성북구
서울특별시 성북구 지봉로21길 8,서울특별시 성북구 보문동2가 75-6,37.58519895,127.0177572,2019,성북구
서울특별시 성북구 고려대로 110-15,서울특별시 성북구 안암동5가 66-3,37.58612662,127.0315531,2019,성북구
서울특별시 성북구 고려대로7라길 16,서울특별시 성북구 안암동1가 119,37.58834905,127.0208104,2019,성북구
서울특별시 성북구 안암로 75,서울특별시 성북구 안암동5가 104-42,37.58325137,127.0293092,2019,성북구
서울특별시 성북구 고려대로16길 16-1,서울특별시 성북구 안암동3가 137-5,37.58582922,127.0242561,2019,성북구
서울특별시 성북구 북악산로 862,서울특별시 성북구 돈암동 43-4,37.59861695,127.0196673,2019,성북구
서울특별시 성북구 보국문로8다길 73,서울특별시 성북구 정릉동 410-75,37.60949116,127.0117061,2019,성북구
서울특별시 성북구 보국문로4길 8,서울특별시 성북구 정릉동 164-62,37.60523125,127.0119111,2019,성북구
서울특별시 성북구 보국문로37길 18,서울특별시 성북구 정릉동 830-5,37.61717897,126.9988719,2019,성북구
서울특별시 성북구 종암로38길 31,서울특별시 성북구 하월곡동 90-1460,37.60662916,127.03317,2019,성북구
서울특별시 성북구 길음로9길 73,서울특별시 성북구 길음동 547-78,37.60398309,127.0205883,2014,성북구
서울특별시 성북구 길음로13길 39,서울특별시 성북구 길음동 1280-1,37.61004563,127.0162228,2014,성북구
서울특별시 성북구 솔샘로25가길 8,서울특별시 성북구 정릉동 798,37.61979533,127.0052558,2012,성북구
서울특별시 성북구 솔샘로25가길 8,서울특별시 성북구 정릉동 798,37.61979533,127.0052558,2012,성북구
서울특별시 성북구 돈암동 606-273,서울특별시 성북구 돈암동 606-273,37.59654745,127.0070291,2012,성북구
서울특별시 성북구 삼선교로16길 116,서울특별시 성북구 삼선동1가 303,37.58179851,127.0091929,2012,성북구
서울특별시 성북구 삼선교로4길 147,서울특별시 성북구 삼선동1가 303,37.58179851,127.0091929,2012,성북구
서울특별시 성북구 석관동 168-86,서울특별시 성북구 석관동 168-86,37.61402504,127.064202,2013,성북구
서울특별시 성북구 석관동 257-2,서울특별시 성북구 석관동 257-2,37.6089134,127.0578564,2013,성북구
서울특별시 성북구 석관동 407-6,서울특별시 성북구 석관동 407-6,37.60722215,127.0545058,2013,성북구
서울특별시 성북구 화랑로18길 96,서울특별시 성북구 석관동 340-304,37.60530651,127.0528827,2013,성북구
서울특별시 성북구 장위동 223-7,서울특별시 성북구 장위동 223-7,37.61586036,127.0461526,2013,성북구
서울특별시 성북구 장위동 산3-104,서울특별시 성북구 장위동 산3-104,37.61608315,127.0406027,2013,성북구
서울특별시 성북구 장위로20길 50,서울특별시 성북구 장위동 231-168,37.6116643,127.0429929,2013,성북구
서울특별시 성북구 화랑로1길 46,서울특별시 성북구 하월곡동 90-2063,37.60512627,127.0332407,2013,성북구
서울특별시 성북구 종암동 134-8,서울특별시 성북구 종암동 134-8,37.59984892,127.039719,2013,성북구
서울특별시 성북구 종암동 104-6,서울특별시 성북구 종암동 104-6,37.60008,127.03719,2013,성북구
서울특별시 성북구 종암동 134-3,서울특별시 성북구 종암동 134-3,37.59963846,127.03642,2013,성북구
서울특별시 성북구 종암동 133-5,서울특별시 성북구 종암동 133-5,37.59976172,127.031762,2013,성북구
서울특별시 성북구 길음동 591-17,서울특별시 성북구 길음동 591-17,37.60856279,127.0207849,2013,성북구
서울특별시 성북구 길음동 1190,서울특별시 성북구 길음동 1190,37.6080895,127.021886,2013,성북구
서울특별시 성북구 길음로 33,서울특별시 성북구 길음동 1284,37.60504961,127.022011,2013,성북구
서울특별시 성북구 정릉동 170-10,서울특별시 성북구 정릉동 170-10,37.6049642,127.014928,2013,성북구
서울특별시 성북구 정릉동 169-6,서울특별시 성북구 정릉동 169-6,37.60578469,127.013664,2013,성북구
서울특별시 성북구 정릉동 398-1,서울특별시 성북구 정릉동 398-1,37.6093076,127.0088537,2013,성북구
서울특별시 성북구 정릉동 895-2,서울특별시 성북구 정릉동 895-2,37.60812583,126.9986863,2013,성북구
서울특별시 성북구 정릉로24길 110-14,서울특별시 성북구 정릉동 산87-102,37.60447838,127.0076374,2013,성북구
서울특별시 성북구 정릉로42길 24,서울특별시 성북구 정릉동 16-56,37.60091616,127.0203383,2013,성북구
서울특별시 성북구 돈암동 626-2,서울특별시 성북구 돈암동 626-2,37.6007661,127.025252,2013,성북구
서울특별시 성북구 안암로3길 33,서울특별시 성북구 보문동7가 108-2,37.5800595,127.022998,2013,성북구
서울특별시 성북구 고려대로8길 7-2,서울특별시 성북구 안암동2가 140-3,37.58554525,127.021571,2013,성북구
서울특별시 성북구 고려대로8길 7-2,서울특별시 성북구 안암동2가 140-3,37.585151,127.021427,2013,성북구
서울특별시 성북구 북악산로 949-60,서울특별시 성북구 종암동 54-182,37.59686775,127.0262391,2014,성북구
서울특별시 성북구 종암로34길 15-12,서울특별시 성북구 하월곡동 90-1814,37.60564898,127.0327472,2013,성북구
서울특별시 성북구 동소문로 248,서울특별시 성북구 길음동 1276,37.60346697,127.0245563,2014,성북구
서울특별시 성북구 동소문로 248,서울특별시 성북구 길음동 1276,37.60346697,127.0245563,2014,성북구
서울특별시 성북구 장월로3길 93-51,서울특별시 성북구 상월곡동 산1-47,37.60988375,127.0435667,2014,성북구
서울특별시 성북구 장위동118-1,서울특별시 성북구 장위동118-1,37.61645426,127.055238,2014,성북구
서울특별시 성북구 정릉동 398-1,서울특별시 성북구 정릉동 398-1,37.6094067,127.0090887,2015,성북구
서울특별시 성북구 화랑로13가길 100,서울특별시 성북구 하월곡동 산2-1,37.60861921,127.0422845,2015,성북구
서울특별시 성북구 화랑로13길 144,서울특별시 성북구 하월곡동 산2-1,37.60861921,127.0422845,2015,성북구
서울특별시 성북구 보문사길 30,서울특별시 성북구 보문동3가 229-1,37.5838591,127.017073,2015,성북구
서울특별시 성북구 화랑로13가길 100,서울특별시 성북구 하월곡동 산2-1,37.60861921,127.0422845,2014,성북구
서울특별시 성북구 성북로31길 25,서울특별시 성북구 성북동 284-4,37.5949147,126.9899766,2016,성북구
서울특별시 성북구 돌곶이로32길 39-8,서울특별시 성북구 장위동 77-79,37.6171889,127.0534807,2016,성북구
서울특별시 성북구 종암로34길 16,서울특별시 성북구 하월곡동 90-206,37.60487724,127.0329014,2016,성북구
서울특별시 성북구 삼양로9길 13-26,서울특별시 성북구 길음동 1199,37.60767682,127.0224438,2016,성북구
서울특별시 종로구 동망산길 150,서울특별시 종로구 숭인동 58,37.57747268,127.0182942,2017,종로구
서울특별시 종로구 종로63가길 79,서울특별시 종로구 숭인동 181-145,37.57743297,127.0186746,2017,종로구
서울특별시 성북구 아리랑로 85-16,서울특별시 성북구 돈암동 535-1,37.59989733,127.0125154,2017,성북구
서울특별시 성북구 성북동 산25-59,서울특별시 성북구 성북동 산25-59,37.60425072,126.9901786,2017,성북구
서울특별시 성북구 삼선교로18길 6,서울특별시 성북구 삼선동3가 5-2,37.58856649,127.0122689,2017,성북구
서울특별시 성북구 장위동 산3-104,서울특별시 성북구 장위동 산3-104,37.61476244,127.0399001,2017,성북구
서울특별시 성북구 장위동 산3-86,서울특별시 성북구 장위동 산3-86,37.61301542,127.0401792,2017,성북구
서울특별시 성북구 장위동 319-2,서울특별시 성북구 장위동 319-2,37.61973704,127.0456878,2017,성북구
서울특별시 성북구 장월로4길 26-1,서울특별시 성북구 장위동 263-7,37.60871765,127.0486947,2016,성북구
서울특별시 성북구 오패산로3길 36-8,서울특별시 성북구 하월곡동 71-13,37.60523353,127.036162,2019,성북구
서울특별시 성북구 정릉로24길 110-14,서울특별시 성북구 정릉동 산87-102,37.60447838,127.007659,2014,성북구
서울특별시 성북구 보문로18길 41,서울특별시 성북구 안암동3가 78-15,37.58301696,127.0231864,2010,성북구
서울특별시 성북구 보문로14길 40,서울특별시 성북구 안암동4가 41-13,37.58068538,127.024422,2009,성북구
서울특별시 성북구 개운사길 45,서울특별시 성북구 안암동5가 15-25,37.58836079,127.0290576,2006,성북구
서울특별시 성북구 고려대로26길 25,서울특별시 성북구 안암동5가 103-11,37.58506384,127.0300086,2009,성북구
서울특별시 성북구 안암로9가길 94,서울특별시 성북구 안암동5가 136-12,37.58300905,127.0286661,2010,성북구
서울특별시 성북구 장월로29길 66,서울특별시 성북구 장위동 186-5,37.61931692,127.0472469,2011,성북구
서울특별시 성북구 장월로23길 15-21,서울특별시 성북구 장위동 233-421,37.61609203,127.0474307,2007,성북구
서울특별시 성북구 장위로11가길 3,서울특별시 성북구 장위동 219-52,37.6158032,127.0412647,2010,성북구
서울특별시 성북구 돌곶이로41길 10,서울특별시 성북구 장위동 219-132,37.61846034,127.0456972,2010,성북구
서울특별시 성북구 장위로21나길 42,서울특별시 성북구 장위동 219-273,37.61608555,127.045143,2011,성북구
서울특별시 성북구 장위로21길 17-2,서울특별시 성북구 장위동 219-223,37.61648532,127.0434686,2007,성북구
서울특별시 성북구 장위로21길 17-2,서울특별시 성북구 장위동 229-1,37.61460115,127.0440819,2006,성북구
서울특별시 성북구 장위로16길 17-1,서울특별시 성북구 장위동 231-78,37.61341998,127.0414491,2007,성북구
서울특별시 성북구 장위로10길 8,서울특별시 성북구 장위동 231-242,37.61341346,127.0394546,2010,성북구
서울특별시 성북구 장위로24길 19,서울특별시 성북구 장위동 233-191,37.61294664,127.0447922,2009,성북구
서울특별시 성북구 장위로24길 46,서울특별시 성북구 장위동 233-357,37.61171854,127.0448187,2011,성북구
서울특별시 성북구 장월로11길 39,서울특별시 성북구 장위동 233-492,37.61236018,127.0468331,2007,성북구
서울특별시 성북구 장위로33길 35,서울특별시 성북구 장위동 238-52,37.61466333,127.0507192,2007,성북구
서울특별시 성북구 화랑로33가길 27,서울특별시 성북구 장위동 66-188,37.61083454,127.0538935,2010,성북구
서울특별시 성북구 장위로40길 46,서울특별시 성북구 장위동 68-69,37.61167139,127.0522122,2009,성북구
서울특별시 성북구 장월로18길 27,서울특별시 성북구 장위동 75-545,37.61531968,127.0497993,2006,성북구
서울특별시 성북구 돌곶이로34길 20-19,서울특별시 성북구 장위동 76-30,37.61649703,127.0523424,2006,성북구
서울특별시 성북구 장위로33길 45,서울특별시 성북구 장위동 238-63,37.61496229,127.0511865,2011,성북구
서울특별시 성북구 장월로5길 40,서울특별시 성북구 장위동 246-173,37.60978502,127.0472412,2006,성북구
