사업장명,소재지전체주소,도로명전체주소,주소,latitude,longitude,구
궁,서울특별시 용산구 한남동 638-4번지 지하1층,"서울특별시 용산구 대사관로 60 (한남동, 638-4 지하1층)",서울특별시 용산구 한남동 638-4,37.5444848,126.9695623,용산구
팅커벨,서울특별시 용산구 남영동 18-2 지하1층,"서울특별시 용산구 한강대로 298 (남영동, 18-2 지하1층)",서울특별시 용산구 남영동 18-2,37.5323159,127.0053713,용산구
옛정노래,서울특별시 용산구 한강로3가 40-454번지 지상2층,"서울특별시 용산구 한강대로11길 6 (한강로3가,지상2층)",서울특별시 용산구 한강로3가 40-454,37.5338455,126.9942959,용산구
올레올레,서울특별시 용산구 남영동 89-8 지상2층,서울특별시 용산구 한강대로 262 (남영동),서울특별시 용산구 남영동 89-8,37.5534069,126.9743428,용산구
뉴욕,서울특별시 용산구 갈월동 66-2 지하 1층,"서울특별시 용산구 한강대로 306, 지하 1층 (갈월동)",서울특별시 용산구 갈월동 66-2,37.5345511,126.9583376,용산구
제우스,서울특별시 용산구 한남동 6391,"서울특별시 용산구 대사관로 66 (한남동, 639-1 지하1층)",서울특별시 용산구 한남동 6391,37.5262188,126.9989836,용산구
무쏘,서울특별시 용산구 한남동 683-105번지 지하1층,"서울특별시 용산구 이태원로 234-1 (한남동, 지하1층)",서울특별시 용산구 한남동 683-105,37.5360124,126.9614413,용산구
명성,서울특별시 용산구 남영동 88-3번지 2층호,서울특별시 용산구 한강대로 264 (남영동),서울특별시 용산구 남영동 88-3,37.5347737,126.9586476,용산구
핑서울,서울특별시 용산구 이태원동 124-5 (지하1층),"서울특별시 용산구 이태원로 195 (이태원동,(지하1층))",서울특별시 용산구 이태원동 124-5,37.5309433,126.9916837,용산구
타임,서울특별시 용산구 보광동 260-16 (지층),"서울특별시 용산구 보광로 37-1 (보광동,(지층))",서울특별시 용산구 보광동 260-16,37.5374936,126.9657401,용산구
스카이노래주점,서울특별시 용산구 신계동 25-10번지 (지하1층),"서울특별시 용산구 원효로58길 31 (신계동,(지하1층))",서울특별시 용산구 신계동 25-10,37.5331465,127.0043295,용산구
엘피,서울특별시 용산구 한남동 657-174 (지층),"서울특별시 용산구 대사관로31길 29 (한남동,(지층))",서울특별시 용산구 한남동 657-174,37.5261373,126.9646299,용산구
울리불리,서울특별시 용산구 보광동 71-10번지 지하1층,"서울특별시 용산구 장문로 111-3 (보광동, 71-10 지하1층)",서울특별시 용산구 보광동 71-10,37.6105502,126.9308263,용산구
힐탑,서울특별시 용산구 원효로3가 39-0번지 (지하1층),"서울특별시 용산구 원효로41길 16 (원효로3가,(지하1층))",서울특별시 용산구 원효로3가 39-0,37.6232946,126.9178916,용산구
블랙다이아(Black dia),서울특별시 용산구 이태원동 131-36 지하1층,"서울특별시 용산구 보광로60길 10 (이태원동, 131-36 지하1층)",서울특별시 용산구 이태원동 131-36,37.609035,126.9261701,용산구
스타노래짱,서울특별시 용산구 청파동2가 82-2번지 (지상2층),"서울특별시 용산구 청파로47길 25 (청파동2가,(지상2층))",서울특별시 용산구 청파동2가 82-2,37.6202677,126.9196506,용산구
놀아줘,서울특별시 용산구 한강로2가 116-5번지 (지상2층),"서울특별시 용산구 한강대로42길 3 (한강로2가,(지상2층))",서울특별시 용산구 한강로2가 116-5,37.592856,126.918031,용산구
하몬드,서울특별시 용산구 한남동 657-160,"서울특별시 용산구 대사관로31길 17 (한남동, 657-160 지하1층)",서울특별시 용산구 한남동 657-160,37.59168510000001,126.9149141,용산구
샤인,서울특별시 용산구 한남동 87-7번지 지하1층,"서울특별시 용산구 대사관로34길 13, 지하1층 (한남동)",서울특별시 용산구 한남동 87-7,37.62044970000001,126.9191831,용산구
블라인드피그,서울특별시 용산구 한남동 638-5번지 (지하1층),"서울특별시 용산구 대사관로 62 (한남동,(지하1층))",서울특별시 용산구 한남동 638-5,37.5943995,126.9157226,용산구
샵노래바,서울특별시 용산구 청파동3가 24-24 (지층),"서울특별시 용산구 청파로45길 20 (청파동3가,(지층))",서울특별시 용산구 청파동3가 24-24,37.6139903,126.918002,용산구
딜라일라,서울특별시 용산구 한남동 642-15번지 지하1층,"서울특별시 용산구 대사관로24길 30 (한남동, 642-15 지하1층)",서울특별시 용산구 한남동 642-15,37.598185,126.9106869,용산구
퀸(QUEEN),서울특별시 용산구 이태원동 131-3 (지하1층),"서울특별시 용산구 보광로 124 (이태원동,(지하1층))",서울특별시 용산구 이태원동 131-3,37.6176029,126.9187008,용산구
뉴서울가요주점,서울특별시 용산구 동자동 11-12번지 (지상3층),"서울특별시 용산구 후암로 101 (동자동,(지상3층))",서울특별시 용산구 동자동 11-12,37.6059617,126.914752,용산구
빙고,서울특별시 용산구 원효로3가 37-2 지하1층,"서울특별시 용산구 원효로41길 15 (원효로3가, 37-2 지하1층)",서울특별시 용산구 원효로3가 37-2,37.6216357,126.9194663,용산구
모리(森),서울특별시 용산구 보광동 217-10번지 (지하1층),"서울특별시 용산구 장문로 83-1 (보광동,(지하1층))",서울특별시 용산구 보광동 217-10,37.619933,126.9193217,용산구
대월,서울특별시 용산구 원효로2가 83-2번지 (지하1층),"서울특별시 용산구 새창로 131 (원효로2가,(지하1층))",서울특별시 용산구 원효로2가 83-2,37.5943718,126.9158961,용산구
아리랑,서울특별시 용산구 원효로3가 32-3번지 지하1층,"서울특별시 용산구 원효로41길 21-1 (원효로3가, 32-3 지하1층)",서울특별시 용산구 원효로3가 32-3,37.5724368,126.9920434,용산구
퓨전,서울특별시 용산구 이태원동 36-23 (지층),"서울특별시 용산구 녹사평대로26길 24 (이태원동,(지층))",서울특별시 용산구 이태원동 36-23,37.5871798,126.9161757,용산구
태평양단란주점,서울특별시 용산구 원효로2가 2-3 (지하1층),"서울특별시 용산구 원효로 214 (원효로2가,(지하1층))",서울특별시 용산구 원효로2가 2-3,37.6206587,126.9244582,용산구
1차원,서울특별시 용산구 한남동 644-5 (지층),"서울특별시 용산구 대사관로24길 6 (한남동,(지층))",서울특별시 용산구 한남동 644-5,37.5920438,126.9179157,용산구
팡파르,서울특별시 용산구 한강로3가 40-137번지 지하1층,"서울특별시 용산구 한강대로 57 (한강로3가, 40-137 지하1층)",서울특별시 용산구 한강로3가 40-137,37.61440760000001,126.9180728,용산구
킹왕짱,서울특별시 은평구 불광동 281-82번지 (지하1층),"서울특별시 은평구 통일로66길 5-1 (불광동,(지하1층))",서울특별시 은평구 불광동 281-82,37.6023033,126.9251431,은평구
에이스,서울특별시 은평구 갈현동 410-6 (지하1층),"서울특별시 은평구 통일로87길 15-1 (갈현동,(지하1층))",서울특별시 은평구 갈현동 410-6,37.6233312,126.9172019,은평구
황금,서울특별시 은평구 대조동 26-17 지층,"서울특별시 은평구 진흥로13길 2 (대조동, 지층)",서울특별시 은평구 대조동 26-17,37.60578599999999,126.916477,은평구
라이브락,서울특별시 은평구 갈현동 395-13 지층,"서울특별시 은평구 통일로 863-16 (갈현동, 지층)",서울특별시 은평구 갈현동 395-13,37.6031912,126.925388,은평구
노래하는 황금마차,서울특별시 은평구 응암동 576-16번지 지층,"서울특별시 은평구 응암로 236 (응암동, 지층)",서울특별시 은평구 응암동 576-16,37.6108886,126.928511,은평구
블루 노래밤,서울특별시 은평구 응암동 585-4 (지층),"서울특별시 은평구 가좌로 253, 지층 (응암동)",서울특별시 은평구 응암동 585-4,37.516585,126.8897263,은평구
스타티비,서울특별시 은평구 갈현동 402-1,서울특별시 은평구 통일로83길 5-9 (갈현동),서울특별시 은평구 갈현동 402-1,37.5727147,126.989614,은평구
블루,서울특별시 은평구 응암동 126-38,서울특별시 은평구 응암로21길 22 (응암동),서울특별시 은평구 응암동 126-38,37.6124442,126.9275456,은평구
착한 7080,서울특별시 은평구 대조동 222-4번지 지하1층,"서울특별시 은평구 연서로 170-1, 지하1층 (대조동)",서울특별시 은평구 대조동 222-4,37.6059171,126.9141353,은평구
홀인원,서울특별시 은평구 신사동 20-4번지 지층,"서울특별시 은평구 은평로 25 (신사동, 지층)",서울특별시 은평구 신사동 20-4,37.6081239,126.9198205,은평구
벤츠 노래팡,서울특별시 은평구 갈현동 460-1 (지층),"서울특별시 은평구 연서로27길 5 (갈현동,(지층))",서울특별시 은평구 갈현동 460-1,37.6064958,126.9233298,은평구
스타관광메들리,서울특별시 은평구 역촌동 45-59번지 (지하1층),"서울특별시 은평구 역말로 41 (역촌동,(지하1층))",서울특별시 은평구 역촌동 45-59,37.6020031,126.9249395,은평구
행복놀이터,서울특별시 은평구 갈현동 394-3 지층,"서울특별시 은평구 통일로 881-1 (갈현동, 지층)",서울특별시 은평구 갈현동 394-3,37.6107201,126.9305202,은평구
브라보,서울특별시 은평구 갈현동 400-1 (지층),"서울특별시 은평구 통일로 863-13 (갈현동,(지층))",서울특별시 은평구 갈현동 400-1,37.5182643,126.9091116,은평구
별천지,서울특별시 은평구 응암동 126-37번지 (지하1층),"서울특별시 은평구 응암로21길 18-1 (응암동,(지하1층))",서울특별시 은평구 응암동 126-37,37.5197736,126.9308676,은평구
흥부,서울특별시 종로구 묘동 24-1,서울특별시 종로구 돈화문로8길 26 (묘동),서울특별시 종로구 묘동 24-1,37.5188593,126.9069498,종로구
샤델,서울특별시 은평구 응암동 595-1 (지층),"서울특별시 은평구 응암로 169 (응암동,(지층))",서울특별시 은평구 응암동 595-1,37.5942178,126.9166436,은평구
고구려,"서울특별시 은평구 불광동 314-3번지 ,309-25 (지층)","서울특별시 은평구 연서로 269 (불광동,,309-25 (지층))",서울특별시 은평구 불광동 314-3,37.6084791,126.93123,은평구
힐링,서울특별시 은평구 응암동 576-25,서울특별시 은평구 응암로 226 (응암동),서울특별시 은평구 응암동 576-25,37.60208170000001,126.9253139,은평구
조지아,서울특별시 은평구 대조동 220-33 지하1층,"서울특별시 은평구 연서로 176, 지하1층 (대조동)",서울특별시 은평구 대조동 220-33,37.6239596,126.9196229,은평구
고급찐 라이브,서울특별시 은평구 녹번동 156-7 (지층),"서울특별시 은평구 은평로13길 11-6 (녹번동,(지층))",서울특별시 은평구 녹번동 156-7,37.614747,126.9181307,은평구
잼,서울특별시 은평구 갈현동 425-4번지,서울특별시 은평구 통일로87길 21 (갈현동),서울특별시 은평구 갈현동 425-4,37.6098381,126.9308111,은평구
아리조나메들리,서울특별시 은평구 역촌동 20-49 (지층),"서울특별시 은평구 역말로 54 (역촌동,(지층))",서울특별시 은평구 역촌동 20-49,37.5884838,126.9170891,은평구
현라이브,서울특별시 은평구 녹번동 155-30번지,서울특별시 은평구 서오릉로 23 (녹번동),서울특별시 은평구 녹번동 155-30,37.6170416,126.9226931,은평구
연애인,서울특별시 은평구 대조동 9-8번지 지층,"서울특별시 은평구 통일로67길 7, 지층 (대조동)",서울특별시 은평구 대조동 9-8,37.6173266,126.9206828,은평구
화려한외출,서울특별시 영등포구 문래동4가 8-3번지 지하1층,"서울특별시 영등포구 도림로 485 (문래동4가, 지하1층)",서울특별시 영등포구 문래동4가 8-3,37.6022203,126.9276073,영등포구
상상,서울특별시 종로구 낙원동 127-3번지,서울특별시 종로구 돈화문로11길 34 (낙원동),서울특별시 종로구 낙원동 127-3,37.6150776,126.9130219,종로구
애몽,서울특별시 은평구 대조동 2-1번지 (지층),"서울특별시 은평구 통일로71길 28 (대조동,(지층))",서울특별시 은평구 대조동 2-1,37.6018678,126.9243294,은평구
만남,서울특별시 은평구 역촌동 48-3 지층,"서울특별시 은평구 역말로 35, 지층 (역촌동)",서울특별시 은평구 역촌동 48-3,37.6010969,126.9303537,은평구
킹 라이브,서울특별시 은평구 역촌동 3-1번지 지층,"서울특별시 은평구 역말로 97 (역촌동,지층)",서울특별시 은평구 역촌동 3-1,37.5877632,126.9164346,은평구
그집앞,서울특별시 은평구 녹번동 144-1 지하1층,"서울특별시 은평구 진흥로 112 (녹번동,지하1층)",서울특별시 은평구 녹번동 144-1,37.6104598,126.9311274,은평구
D.D짱,서울특별시 은평구 응암동 85-5 지층,"서울특별시 은평구 은평로13길 11-11 (응암동, 지층)",서울특별시 은평구 응암동 85-5,37.5874731,126.916927,은평구
아바,서울특별시 은평구 불광동 281-86번지 지층,"서울특별시 은평구 불광로 40-7 (불광동, 지층)",서울특별시 은평구 불광동 281-86,37.5730821,126.9885774,은평구
싸이언노래타운,서울특별시 영등포구 영등포동3가 23-1번지 2층 일부,"서울특별시 영등포구 영등포로50길 8-3 (영등포동3가, 2층 일부)",서울특별시 영등포구 영등포동3가 23-1,37.619844,126.9225822,영등포구
상상노래바,"서울특별시 영등포구 여의도동 44-16 외교빌딩(지하1층 1호,2호)","서울특별시 영등포구 여의대방로67길 10 (여의도동, 외교빌딩 지하1층 1호,2호)",서울특별시 영등포구 여의도동 44-16,37.5630607,127.033659,영등포구
가수공현아 7080라이브,서울특별시 영등포구 영등포동3가 16,"서울특별시 영등포구 영중로10길 16, 5층 (영등포동3가)",서울특별시 영등포구 영등포동3가 16,37.5711236,127.0375699,영등포구
레인보우 7090,서울특별시 은평구 응암동 125-12번지 (지하1층),"서울특별시 은평구 응암로21길 12 (응암동,(지하1층))",서울특별시 은평구 응암동 125-12,37.5512058,127.0258367,은평구
홀릭,서울특별시 은평구 녹번동 117-111 지층,"서울특별시 은평구 진흥로 196 (녹번동, 지층)",서울특별시 은평구 녹번동 117-111,37.6197227,126.9199269,은평구
엠 지 엠 (M G M),서울특별시 은평구 응암동 85-2 지하1층,"서울특별시 은평구 은평로13길 11-3 (응암동, 지하1층)",서울특별시 은평구 응암동 85-2,37.6172899,126.9200451,은평구
뮤직아지트 음악창고,서울특별시 은평구 갈현동 392-3 (지하1층),"서울특별시 은평구 통일로 907, 지하1층 (갈현동)",서울특별시 은평구 갈현동 392-3,37.548783,127.0555427,은평구
선라이브,서울특별시 은평구 대조동 220-28번지 (지층),"서울특별시 은평구 연서로 178-1 (대조동,(지층))",서울특별시 은평구 대조동 220-28,37.5700784,127.037379,은평구
싱글벙글단란,서울특별시 은평구 불광동 281-175,서울특별시 은평구 통일로 716 (불광동),서울특별시 은평구 불광동 281-175,37.6201331,126.9199531,은평구
연예인 7080,서울특별시 은평구 응암동 601-32 지층,"서울특별시 은평구 응암로 184-1 (응암동, 지층)",서울특별시 은평구 응암동 601-32,37.6199114,126.921538,은평구
정거장,서울특별시 은평구 대조동 186-39번지,"서울특별시 은평구 통일로 825, 지층 (대조동)",서울특별시 은평구 대조동 186-39,37.6080895,126.9317416,은평구
패미리가떴다,서울특별시 은평구 대조동 197-5,"서울특별시 은평구 연서로26길 9-3, 지하1층 (대조동)",서울특별시 은평구 대조동 197-5,37.5874913,126.9168111,은평구
뉴욕,서울특별시 은평구 녹번동 183번지,서울특별시 은평구 서오릉로2길 10 (녹번동),서울특별시 은평구 녹번동 183,37.6014644,126.9221566,은평구
둥지단란주점,서울특별시 은평구 갈현동 496-4번지,서울특별시 은평구 갈현로 196 (갈현동),서울특별시 은평구 갈현동 496-4,37.6238256,126.917188,은평구
미르,서울특별시 은평구 응암동 85-30,"서울특별시 은평구 은평로11길 12-20, 지층 (응암동)",서울특별시 은평구 응암동 85-30,37.6177832,126.9217272,은평구
